,Blog,Blog image URL,Like Count,Blog Date
363,Airbnb: An Alternate Lodging Threat to Hotels?,https://rategain.com/blog/airbnb-an-alternate-lodging-threat-to-hotels/,4,"March 21, 2016"
364,21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,https://rategain.com/blog/21-points-to-consider-while-buying-a-rate-shopping-tool-for-your-hotel/,4,"March 9, 2016"
365,Did You Know? It’s critical to Push Rates along with Occupancy,https://rategain.com/blog/critical-to-push-rates-along-with-occupancy/,4,"February 19, 2016"
366,Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,https://rategain.com/blog/hotel-demand-forecasting-top-3-ways-hoteliers-can-leverage-this-strategic-management-tool/,4,"February 12, 2016"
367,7 Quick Tips For Your Hotel Pre-Opening In 2017,https://rategain.com/blog/7-quick-tips-for-your-hotel-pre-opening-in-2017/,4,"February 12, 2016"
368,Zika virus outbreak:  Is tourism industry in Central and South America on risk?,https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,4,"February 8, 2016"
369,How to make 35% more revenue? Tap the power of Scientific Pricing,https://rategain.com/blog/tap-the-power-of-scientific-pricing/,3,"January 27, 2016"
370,Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,https://rategain.com/blog/want-to-maximize-your-hotel-revenue-get-your-room-forecast-accurate-asap/,3,"January 8, 2016"
371,9 Undeniable Advantages of Hotel Room Forecasting,https://rategain.com/blog/9-undeniable-advantages-of-hotel-room-forecasting/,4,"January 3, 2016"
372,Golden Rules to Make the Most of Your Hotel’s Facebook Page,https://rategain.com/blog/make-the-most-of-your-hotels-facebook-page/,3,"December 15, 2015"
373,DHISCO’s big data challenge,https://rategain.com/blog/dhiscos-big-data-challenge/,2,"December 10, 2015"
374,A Revenue Management mistake that you need to avoid today,https://rategain.com/blog/a-revenue-management-mistake-that-you-need-to-avoid-today/,2,"October 23, 2015"
375,The UK RevPAR Growth Story: Promises and Challenges,https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,2,"October 19, 2015"
376,August 2015: Parity Performance. Where Does Your City Stand? – Latin America,https://rategain.com/blog/august-2015-parity-performance-where-does-your-city-stand-latin-america/,2,"September 28, 2015"
377,Introducing BrandGain Restaurant Module,https://rategain.com/blog/introducing-brandgain-restaurant-module/,2,"September 18, 2015"
378,"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch",https://rategain.com/blog/q-and-a-with-new-dhisco-ceo-toni-portmann-on-taking-pegasus-beyond-the-hotel-switch/,2,"September 16, 2015"
379,Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing,https://rategain.com/blog/revenue-optimisation-love-storygrandhotel-zvon-achieves-34-growth-in-revenue-with-scientific-pricing/,2,"September 16, 2015"
380,Scientific pricing is no longer the Lamborghini you can never have.,https://rategain.com/blog/scientific-pricing-is-no-longer-the-lamborghini-you-can-never-have/,3,"September 14, 2015"
381,"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs",https://rategain.com/blog/as-other-hotel-distribution-fees-rise-dhisco-represents-less-than-1-of-booking-costs/,2,"August 5, 2015"
382,UNT Big Data Challenge,https://rategain.com/blog/unt-big-data-challenge/,3,"July 21, 2015"
383,How to improve your hotel's online reputation using a 100 year old mathematics principle,https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,4,"July 16, 2015"
384,Total Pricing,https://rategain.com/blog/dhisco-shop-total-pricing/,2,"July 13, 2015"
385,Update from HEDNA Barcelona: Forecast is sunny,https://rategain.com/blog/update-from-hedna-barcelona-forecast-is-sunny/,2,"June 12, 2015"
386,RevPar Growth in Europe: The top three cities,https://rategain.com/blog/revpar-growth-in-europe-the-top-three-cities/,2,"June 4, 2015"
387,The news for the hotel industry just keeps getting better,https://rategain.com/blog/the-news-for-the-hotel-industry-just-keeps-getting-better/,2,"May 19, 2015"
388,Three important elements your Revenue Management system is missing,https://rategain.com/blog/three-important-elements-your-revenue-management-system-is-missing/,3,"April 29, 2015"
389,5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,https://rategain.com/blog/5-ways-to-maximize-hotel-revenues-in-the-era-of-mobile-bookings/,4,"April 21, 2015"
390,Will airbnb disrupt the hotel business or just play on the sidelines?,https://rategain.com/blog/will-airbnb-disrupt-the-hotel-business-or-just-play-on-the-sidelines/,4,"April 14, 2015"
391,3 Questions RateGain will Answer for you at WTM Latin America,https://rategain.com/blog/3-questions-rategain-will-answer-for-you-at-wtm-latin-america/,4,"March 23, 2015"
392,5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,https://rategain.com/blog/5-key-highlights-of-super-successful-rategains-hotel-revenue-summit-2015-jakarta/,3,"March 19, 2015"
393,Reviews and Ratings: A simple way to use them to support your transient pricing strategy,https://rategain.com/blog/reviews-and-ratings-a-simple-way-to-use-them-to-support-your-transient-pricing-strategy/,3,"March 10, 2015"
394,ITB Berlin: 5 Steps to Making Your Visit a Success,https://rategain.com/blog/itb-berlin-5-steps-to-making-your-visit-a-success/,3,"February 25, 2015"
395,Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,https://rategain.com/blog/accor-hotels-partners-rategain-rate-shopping-solution-integration/,2,"February 23, 2015"
396,RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,https://rategain.com/blog/rategain-bags-top-honour-2nd-inc-india-innovative100-conference-awards-gala/,2,"February 19, 2015"
397,3 Reasons to visit RateGain at ITB Berlin,https://rategain.com/blog/3-reasons-visit-rategain-itb-berlin/,1,"February 12, 2015"
398,Top 3 Tips to Price Your Hotel Rooms Right in 2015,https://rategain.com/blog/top-3-tips-price-hotel-rooms-right-2015/,2,"February 12, 2015"
399,Europe's Outlook for 2015: What it means for your Hotel,https://rategain.com/blog/europes-outlook-2015-means-hotel/,5,"February 9, 2015"
400,"RateGain Announces Merril Yu and Sunish Sadasivan as Hotel Revenue Summit, Manila Keynote Speakers",https://rategain.com/blog/rategain-announces-merril-yu-sunish-sadasivan-hotel-revenue-summit-manila-keynote-speakers/,5,"February 6, 2015"
401,"Join RateGain at Hotel Revenue Summit, Manila on February 12th, 2015",https://rategain.com/blog/join-rategain-hotel-revenue-summit-manila-february-12th-2015/,5,"February 4, 2015"
